season,week,spearman_mean,spearman_std,spearman_p05,spearman_p95,kendall_mean,kendall_std,kendall_p05,kendall_p95
30,9,0.9145713225633514,0.05412436147564723,0.7944613465542746,0.9856107606091624,0.8130133333333334,0.08829929878263708,0.6,0.9333333333333333
30,10,0.75124,0.2654307965379587,0.19999999999999998,1.0,0.6603666666666667,0.2902907798633763,0.0,1.0
31,1,0.9715763024974334,0.014472938627683198,0.9441176470588234,0.9911764705882352,0.89507,0.037634987641622035,0.825,0.9583333333333334
31,2,0.9643775865275467,0.01827928682737449,0.931188933048194,0.9883828790319601,0.8753980952380953,0.042611230555211294,0.8,0.9333333333333333
31,3,0.9726707695805357,0.01425136725214644,0.9460951819631992,0.9912087912087912,0.8970868131868132,0.03960452500876518,0.8351648351648352,0.9560439560439561
31,4,0.9653770958924147,0.017515474081281148,0.9340659340659341,0.989010989010989,0.879576923076923,0.04720927667166468,0.7948717948717948,0.9487179487179487
31,5,0.9581902424549961,0.018298237351524086,0.9246949382066171,0.9807370556736849,0.857739393939394,0.04720589207312851,0.7727272727272727,0.9242424242424242
31,6,0.916803605524032,0.04502115640122548,0.8389096502784892,0.9848069807617046,0.798371111111111,0.07765688479118799,0.6666666666666666,0.9333333333333333
31,7,0.9409016633517353,0.037946192305279236,0.8666666666666667,0.9833333333333333,0.8344861111111112,0.07438375853337133,0.6944444444444444,0.9444444444444444
31,8,0.9579980136720826,0.0290006439757794,0.8982196964349441,0.9940297973880048,0.8683785714285713,0.06662198051397358,0.75,0.9642857142857143
31,9,0.9252000702697225,0.04358596486357093,0.8696565534786727,0.9856107606091623,0.7963533333333334,0.09646916149112506,0.6666666666666666,0.9333333333333333
31,10,0.76574,0.20848644814449177,0.39999999999999997,1.0,0.6398666666666666,0.2620427530351101,0.3333333333333333,1.0
32,1,0.9745756795223619,0.012874081001413844,0.9516483516483516,0.9912087912087912,0.901076923076923,0.03925442083729468,0.8351648351648352,0.9560439560439561
32,2,0.9552306823715743,0.020401520483402314,0.9226660155834159,0.9847940932921168,0.8484717948717949,0.046382659740393004,0.7692307692307693,0.9230769230769231
32,3,0.9760330390762236,0.015550065281816154,0.9440559440559443,0.9930069930069931,0.9143,0.04309696772888693,0.8484848484848485,0.9696969696969697
32,4,0.923044655513321,0.033998920737900985,0.862421616015649,0.9725179925282853,0.8060636363636364,0.060900134131044094,0.7090909090909091,0.8909090909090909
32,5,0.92562332131811,0.03800266270351686,0.8666666666666665,0.9878787878787878,0.8234488888888889,0.07518437462356971,0.6888888888888889,0.9555555555555556
32,6,0.9297406507048097,0.013556958005682048,0.9022011782838592,0.9492889050691345,0.8104527777777778,0.03748456894486389,0.7222222222222222,0.8611111111111112
32,7,0.7481270809117189,0.12898813262558306,0.51234753829798,0.9271050693011065,0.5932321428571429,0.12762882056026484,0.39285714285714285,0.7857142857142857
32,8,0.9281736891194936,0.01714162417903885,0.900937462695559,0.9369749612033814,0.8334666666666666,0.0417494151629218,0.7619047619047619,0.8571428571428571
32,9,0.98983734612996,0.022335837122651154,0.942857142857143,1.0,0.9756,0.052776538165576196,0.8666666666666667,1.0
32,10,0.8262699999999998,0.18075440330855386,0.49999999999999994,0.9999999999999999,0.74036,0.21453128622016088,0.4,1.0
32,11,0.6540799999999999,0.2674668343005267,0.09999999999999999,0.9999999999999999,0.5531400000000001,0.27639062860009883,0.0,1.0
33,1,0.9485186813186812,0.029062658792261505,0.8956043956043955,0.989010989010989,0.854497435897436,0.057319103788152775,0.7435897435897436,0.9487179487179487
33,2,0.9244164797246888,0.0378814156917164,0.8539944903581268,0.9738292011019284,0.7994,0.06302174228857489,0.6923076923076923,0.8974358974358975
33,3,0.9666041963463835,0.021820366382454996,0.9248315565837565,0.9886130432447054,0.8872199999999999,0.0515143704364704,0.8,0.9454545454545454
33,4,0.8467047083945839,0.0860440272122129,0.6945667492672501,0.9666666666666667,0.7194861111111112,0.11072706792607372,0.5277777777777778,0.8888888888888888
33,5,0.841640590088701,0.1028614207885736,0.6467181814331598,0.9761904761904763,0.7067321428571428,0.1315232769341717,0.4642857142857143,0.9285714285714286
33,6,0.8230318734351906,0.10086986232734514,0.6419666752419568,0.9629500128629354,0.6376,0.1127794866167257,0.42857142857142855,0.8095238095238095
33,7,0.935949561192099,0.07303474214490528,0.8285714285714287,1.0,0.8720333333333334,0.11546850926116818,0.6666666666666666,1.0
33,8,0.8045199999999999,0.1658985287221773,0.49999999999999994,0.9999999999999999,0.69196,0.2134945348050846,0.4,1.0
33,9,0.7186899999999998,0.24758395279453826,0.19999999999999998,0.9999999999999999,0.60956,0.26124974936476875,0.2,1.0
34,1,0.9250628571428572,0.034623716090158636,0.8637362637362638,0.9736263736263736,0.7973450549450549,0.06420103625664092,0.6923076923076923,0.8901098901098901
34,2,0.892605082095694,0.05524299976687516,0.7896475770925111,0.9636969527904214,0.7582362637362637,0.07488149725480032,0.6263736263736264,0.8681318681318682
34,3,0.9229238766578517,0.04472766242584929,0.8391608391608393,0.9790209790209792,0.8101924242424242,0.07190524533622195,0.6818181818181818,0.9242424242424242
34,4,0.8862572883876968,0.0628994144077209,0.7653778399313848,0.9703196347031964,0.7515654545454545,0.09052649635698264,0.6,0.8909090909090909
34,5,0.9568872727272727,0.03030448195282249,0.9030303030303028,0.9878787878787878,0.8797288888888888,0.06558742071587213,0.7777777777777778,0.9555555555555556
34,6,0.9491458448100569,0.02946239970622473,0.8875420937728943,0.9848069807617046,0.8487844444444445,0.06431402707645205,0.7555555555555555,0.9333333333333333
34,7,0.9552745632544256,0.01404730719066548,0.9372466978064098,0.9707197941566387,0.8663611111111111,0.04199415331471343,0.8055555555555556,0.9166666666666666
34,8,0.8488773764142922,0.10530285902916527,0.6347419188140273,0.9700772721497398,0.7114,0.13047991342311324,0.4642857142857143,0.8928571428571429
34,9,0.9171964285714286,0.05761543428285746,0.8214285714285715,1.0,0.8341809523809525,0.10027543239313925,0.7142857142857143,1.0
34,10,0.6031620460288963,0.27770174172246603,0.06262242910851495,0.9393364366277243,0.4447466666666666,0.21942727367591086,0.06666666666666667,0.7333333333333333
34,11,0.42877,0.41320498658183474,-0.39999999999999997,0.8999999999999998,0.35096,0.3572783833151936,-0.2,0.8
