season,week,n_active,n_eliminated,eliminated_names,feasible,n_samples,margin_mean,margin_p05,margin_p50,predicted_eliminated_names,actual_eliminated_names,match
24,8,5,1,Bonner Bolton,True,2000,0.0651694064448003,0.0043001197716491,0.0543935738530583,Bonner Bolton,Bonner Bolton,True
24,9,4,1,Simone Biles,True,2000,0.0768324846088445,0.0044073061342205,0.064334253887977,Simone Biles,Simone Biles,True
24,10,3,0,,True,2000,,,,,,NA
25,1,13,0,,True,2000,,,,,,NA
25,2,13,2,Barbara Corcoran;Debbie Gibson,True,2000,0.0087746619028456,0.0006323100971628,0.0070417143771126,Barbara Corcoran;Debbie Gibson,Barbara Corcoran;Debbie Gibson,True
25,3,11,0,,True,2000,,,,,,NA
25,4,11,1,Derek Fisher,True,2000,0.0113116190492642,0.0008444343500793,0.0090106592961431,Derek Fisher,Derek Fisher,True
25,5,10,1,Sasha Pieterse,True,2000,0.0149657805217923,0.0012030219772972,0.0122782951691593,Sasha Pieterse,Sasha Pieterse,True
25,6,9,1,Nick Lachey,True,2000,0.0255901623425163,0.0023037177335676,0.0219098140509877,Nick Lachey,Nick Lachey,True
25,7,8,2,Nikki Bella;Vanessa Lachey,True,2000,0.0217816876260882,0.0009796945182003,0.0162622933130587,Nikki Bella;Vanessa Lachey,Nikki Bella;Vanessa Lachey,True
25,8,6,1,Terrell Owens,True,2000,0.0342977730703712,0.0021622917534379,0.02674592610072,Terrell Owens,Terrell Owens,True
25,9,5,1,Victoria Arlen,True,2000,0.0457186712176031,0.0024443405746367,0.0349670801700146,Victoria Arlen,Victoria Arlen,True
25,10,4,0,,True,2000,,,,,,NA
26,1,10,2,Jamie Anderson;Johnny Damon,True,2000,0.0164274949280206,0.0013673495943465,0.0130118049211258,Johnny Damon;Jamie Anderson,Jamie Anderson;Johnny Damon,True
26,2,8,2,Kareem Abdul-Jabbar;Arike Ogunbowale,True,2000,0.0212833344917426,0.0012858694904265,0.0164826260306361,Kareem Abdul-Jabbar;Arike Ogunbowale,Kareem Abdul-Jabbar;Arike Ogunbowale,True
26,3,6,3,Jennie Finch Daigle;Chris Mazdzer;Mirai Nagasu,True,2000,0.0627313054509375,0.0037082991209043,0.0496261103083459,Jennie Finch Daigle;Chris Mazdzer;Mirai Nagasu,Jennie Finch Daigle;Chris Mazdzer;Mirai Nagasu,True
26,4,3,0,,True,2000,,,,,,NA
27,1,13,1,Nikki Glaser,True,2000,0.0097273382017249,0.0008520931387067,0.0086098738631366,Nikki Glaser,Nikki Glaser,True
27,2,12,1,Danelle Umstead,True,2000,0.0138287576707046,0.001167950698159,0.0118662936579301,Danelle Umstead,Danelle Umstead,True
27,3,11,1,Nancy McKeon,True,2000,0.0114847139036235,0.0009562579663967,0.009357689262708,Nancy McKeon,Nancy McKeon,True
27,4,10,1,Tinashe,True,2000,0.0101069551833418,0.000544608277583,0.0074391739862519,Tinashe,Tinashe,True
27,5,9,0,,True,2000,,,,,,NA
27,6,9,1,Mary Lou Retton,True,2000,0.0164087139843049,0.0011491289093083,0.013434508533091,Mary Lou Retton,Mary Lou Retton,True
27,7,8,2,John Schneider;DeMarcus Ware,True,2000,0.0177540572644615,0.0009545297795309,0.012745199307239,DeMarcus Ware;John Schneider,John Schneider;DeMarcus Ware,True
27,8,6,2,Juan Pablo Di Pace;Joe Amabile,True,2000,0.0423978800677183,0.0029239543685304,0.0330960441233877,Joe Amabile;Juan Pablo Di Pace,Juan Pablo Di Pace;Joe Amabile,True
27,9,4,0,,True,2000,,,,,,NA
