season,week,spearman_mean,spearman_std,spearman_p05,spearman_p95,kendall_mean,kendall_std,kendall_p05,kendall_p95
28,7,0.8640769493364964,0.07663376863636595,0.7185757571479554,0.9578313253012046,0.7114071428571428,0.10783778838534838,0.5357142857142857,0.8571428571428571
28,8,0.8940857919553263,0.04786269480315174,0.792824967172092,0.9369749612033814,0.7634095238095238,0.0834246476987813,0.5714285714285714,0.8571428571428571
28,9,0.92576,0.08372761945003637,0.7714285714285715,1.0,0.8636266666666667,0.12624205686891987,0.6,1.0
28,10,0.9043945063024182,0.09828306829707112,0.7,0.9999999999999999,0.82758,0.14726058785753662,0.6,1.0
28,11,0.9293902625994304,0.13864276496259068,0.5773502691896257,1.0,0.33896666666666664,0.22926428267645874,0.0,0.5
29,1,0.9297749999999998,0.03326501154848915,0.8678571428571429,0.9785714285714284,0.8213028571428571,0.05777247208096194,0.7333333333333333,0.9047619047619048
29,2,0.9077707267034424,0.039264215752013026,0.8392857142857142,0.9678571428571429,0.7821904761904761,0.06335270016096735,0.6761904761904762,0.8857142857142857
29,3,0.9577845933717631,0.023848422179188578,0.9120879120879121,0.9868131868131869,0.8714,0.04963559225680603,0.7802197802197802,0.9560439560439561
29,4,0.889927243620281,0.046398296047099906,0.8076923076923077,0.9601109495518729,0.7468,0.07615768494970906,0.6153846153846154,0.8717948717948718
29,5,0.9165014328944884,0.04032237698042795,0.8511396590310907,0.9790209790209792,0.8083333333333333,0.06854782837354545,0.696969696969697,0.9242424242424242
29,6,0.9217906232249997,0.04254762492398226,0.8428267880196796,0.9795014022931412,0.8053745454545455,0.07324602819072118,0.6909090909090909,0.9090909090909091
29,7,0.8807211015707557,0.0771759057995289,0.7333333333333332,0.9757575757575757,0.7697911111111112,0.10040489512167901,0.6,0.9111111111111111
29,8,0.8773524295200062,0.055059793998134245,0.7807200583588266,0.9572173526639411,0.7194571428571428,0.08107743600098033,0.5714285714285714,0.8571428571428571
29,9,0.9069023293911207,0.07723327949910984,0.7387687194103584,0.991031208965115,0.7968952380952381,0.11390425707262442,0.5714285714285714,0.9523809523809523
29,10,0.7963623176024904,0.13518563607782763,0.550782483869826,0.942857142857143,0.6594666666666666,0.15818782159067138,0.4,0.8666666666666667
29,11,0.9150448341750251,0.07812682365174121,0.8164965809277261,1.0,0.4273333333333333,0.3306009233278278,0.0,0.8333333333333334
30,1,0.9473342857142856,0.026949469679525998,0.8964285714285712,0.982142857142857,0.8495009523809524,0.051225295115662116,0.7714285714285715,0.9238095238095239
30,2,0.9665581654322954,0.017215451173706854,0.9357142857142854,0.9892857142857142,0.888944761904762,0.04252285545358041,0.8095238095238095,0.9619047619047619
30,3,0.9127521915699688,0.03706729688556068,0.8436143812595929,0.9648131459180946,0.7759054945054945,0.0626456182654672,0.6703296703296703,0.8681318681318682
30,4,0.9603362637036423,0.023153749953352773,0.9186008633367594,0.9876212919459094,0.8709666666666666,0.04952604333237704,0.782051282051282,0.9487179487179487
30,5,0.9245227647682024,0.03713614669297864,0.8564942494470258,0.9794520547945207,0.8142763636363637,0.06383326976586216,0.7090909090909091,0.9090909090909091
30,6,0.9476308715066143,0.030368736389003052,0.8909090909090909,0.9878787878787878,0.850991111111111,0.06525291841375239,0.7333333333333333,0.9555555555555556
30,7,0.945873491363497,0.03309504417141038,0.8833333333333333,1.0,0.8624666666666666,0.07114219386919796,0.7222222222222222,1.0
30,8,0.925047623693387,0.05399824816153627,0.8263621207201486,0.9940297973880049,0.8297785714285714,0.08836931167218876,0.6785714285714286,0.9642857142857143
30,9,0.9144437892560933,0.05460633525603332,0.7944613465542746,0.9856107606091624,0.8125333333333333,0.08895971928474092,0.6,0.9333333333333333
30,10,0.941834020917914,0.06555199484805277,0.8164965809277261,1.0,0.6603,0.2190057138536348,0.0,0.8333333333333334
31,1,0.9717574743676572,0.01454395238640149,0.9462107050239926,0.9911764705882352,0.8956383333333333,0.03785093074200496,0.825,0.9583333333333334
31,2,0.9643109752294309,0.01852826370886763,0.9285714285714284,0.9883828790319601,0.8753580952380953,0.04295631911626331,0.8,0.9333333333333333
31,3,0.972720543085795,0.01419901073144269,0.9460951819631992,0.9912087912087912,0.8972835164835166,0.03953057518678963,0.8351648351648352,0.9560439560439561
31,4,0.9652899881276231,0.01752008789206496,0.9340659340659341,0.989010989010989,0.879425641025641,0.047279118761919904,0.7948717948717948,0.9487179487179487
31,5,0.9578877728188412,0.018199034648503795,0.9246949382066171,0.9807370556736849,0.8569757575757576,0.046827404731567705,0.7727272727272727,0.9242424242424242
31,6,0.917263410884515,0.04471043407361968,0.8389096502784892,0.9848069807617046,0.79916,0.07721570196989684,0.6666666666666666,0.9333333333333333
31,7,0.9412291810267871,0.037385140669755415,0.8786687791935092,0.9833333333333333,0.8351111111111111,0.07368869843103643,0.6944444444444444,0.9444444444444444
31,8,0.9576554925611753,0.02934701739885896,0.8982196964349441,0.9940297973880048,0.8676142857142857,0.06716888921870427,0.75,0.9642857142857143
31,9,0.9248921653115931,0.04379579654244396,0.8696565534786727,0.9856107606091623,0.7957066666666667,0.09660624811914267,0.6666666666666666,0.9333333333333333
31,10,0.9418532416858864,0.04834039311351032,0.8944271909999159,1.0,0.8154333333333333,0.1477631780632721,0.6666666666666666,1.0
32,1,0.9747483886724105,0.01273247871106874,0.9516483516483516,0.9912087912087912,0.9015714285714286,0.0387961018748184,0.8351648351648352,0.9560439560439561
32,2,0.9553032116276953,0.020405209992262696,0.9226660155834159,0.9847940932921168,0.8487615384615385,0.04660934746661998,0.7692307692307693,0.9237179487179511
32,3,0.975839561085489,0.015645506340367703,0.9440559440559443,0.9930069930069931,0.9137212121212122,0.042929390322398404,0.8484848484848485,0.9696969696969697
32,4,0.9230519403484373,0.03427943090839369,0.862421616015649,0.9747358243539,0.8058909090909091,0.061637496649551184,0.6909090909090909,0.8909090909090909
32,5,0.9256799312718711,0.03743180301393162,0.8666666666666665,0.9878787878787878,0.8231688888888888,0.07373689388448021,0.6888888888888889,0.9555555555555556
32,6,0.9296333510028413,0.013696466723755305,0.9022011782838592,0.9492889050691345,0.8102555555555556,0.03765235334985134,0.7222222222222222,0.8611111111111112
32,7,0.7474990578878953,0.13096765850320832,0.4879500364742666,0.9271050693011065,0.5930428571428572,0.12911367237674545,0.39285714285714285,0.7857142857142857
32,8,0.9284074601802713,0.0169277748061834,0.900937462695559,0.9369749612033814,0.8339904761904762,0.04142476480000444,0.7619047619047619,0.8571428571428571
32,9,0.9897590158319209,0.022422983233243193,0.942857142857143,1.0,0.97536,0.05309625241183976,0.8666666666666667,1.0
32,10,0.8256999999999998,0.18059909525421558,0.49999999999999994,0.9999999999999999,0.7397199999999999,0.21566553717454492,0.4,1.0
32,11,0.8881165808443431,0.10826574775571322,0.7071067811865475,0.9999999999999999,0.7227399999999999,0.2054393668864208,0.4,1.0
33,1,0.9479,0.029322842759034337,0.8956043956043955,0.9835164835164836,0.853051282051282,0.057529947089078846,0.7435897435897436,0.9487179487179487
33,2,0.924402079477986,0.03852224904607583,0.8539944903581268,0.9765526530826327,0.7994846153846153,0.06397901517527176,0.6923076923076923,0.8974358974358975
33,3,0.9663276494718124,0.021991789459472125,0.9248315565837565,0.9886130432447054,0.8867490909090909,0.05169800269015215,0.8,0.9454545454545454
33,4,0.8460919951828851,0.08656985439961425,0.6861984751796929,0.9666666666666667,0.7190777777777777,0.11094423633775269,0.5277777777777778,0.8888888888888888
33,5,0.8424882414079757,0.10275933779559239,0.6467181814331598,0.9761904761904763,0.7074071428571428,0.1319450017178685,0.4642857142857143,0.9285714285714286
33,6,0.8225466773623371,0.10119774072048655,0.6419666752419568,0.9629500128629354,0.6373142857142857,0.11352512540735772,0.42857142857142855,0.8095238095238095
33,7,0.9364053479453869,0.07158898874499002,0.8285714285714287,1.0,0.8728,0.11396920644729391,0.7333333333333333,1.0
33,8,0.8042799999999999,0.165683951650022,0.49999999999999994,0.9999999999999999,0.69072,0.2152653001063709,0.4,1.0
33,9,0.8714997972569293,0.09925814155139726,0.7499999999999999,0.9999999999999999,0.5184,0.1926158357249846,0.0,0.7
34,1,0.9251296703296703,0.03449152808272725,0.8593406593406594,0.9736263736263736,0.7971604395604396,0.0639993179857942,0.6923076923076923,0.8901098901098901
34,2,0.8932934012023354,0.055564354523405086,0.7896475770925111,0.9658590308370045,0.7597252747252747,0.07506782183362978,0.6263736263736264,0.8681318681318682
34,3,0.9230968570607682,0.045531499837025424,0.8371291296643237,0.9790209790209792,0.8104363636363636,0.07285421159947128,0.6818181818181818,0.9242424242424242
34,4,0.8859755308991792,0.06260134862097771,0.7653778399313848,0.9658339408657952,0.7508763636363637,0.09060721444050861,0.6,0.8909090909090909
34,5,0.9575272727272726,0.030144606400060264,0.9030303030303028,0.9878787878787878,0.8810044444444444,0.06530401507262255,0.7777777777777778,0.9555555555555556
34,6,0.9491428126873237,0.02935368985213234,0.8875420937728943,0.9848069807617046,0.8483466666666667,0.06404483709174506,0.7555555555555555,0.9333333333333333
34,7,0.9550053136016555,0.014117528786365142,0.9372466978064098,0.9707197941566387,0.8654833333333334,0.042195594100966724,0.8055555555555556,0.9166666666666666
34,8,0.8487107135046257,0.1064255716562691,0.6347419188140273,0.9700772721497398,0.7112857142857143,0.13129480270012064,0.4642857142857143,0.8928571428571429
34,9,0.9161714285714286,0.05862357258833636,0.8214285714285715,1.0,0.8329142857142857,0.10193189411602557,0.7142857142857143,1.0
34,10,0.6055681987620063,0.2764422599127948,0.06262242910851495,0.9393364366277243,0.44689333333333336,0.21853225010403807,0.06666666666666667,0.7333333333333333
34,11,0.8636728837386247,0.11125441635823985,0.7254762501100117,1.0,0.51074,0.298483619138771,0.0,0.9
